1292,0.884
1293,0.753
1294,0.526
1295,0.893
1296,0.769
1297,0.123
1298,0.58
1299,0.765
1300,0.822
1301,0.686
1302,0.577
1303,0.807
1304,0.67
1305,0.61
1306,0.525
1307,0.623
1308,0.76
1309,0.69
1310,0.891
1311,0.687
1312,0.547
1313,0.403
1314,0.66
1315,0.592
1316,0.75
1317,0.531
1318,0.77
1319,0.866
1320,0.779
1321,0.747
1322,0.7
1323,0.829
1324,0.565
1325,0.037
1326,0.896
1327,0.521
1328,0.517
1329,0.656
1330,0.656
1331,0.575
1332,0.678
1333,0.668
1334,0.596
1335,0.698
1336,0.693
1337,0.744
1338,0.551
1339,0.873
1340,0.754
1341,0.759
1342,0.643
1343,0.541
1344,0.517
1345,0.718
1346,0.663
1347,0.86
1348,0.574
1349,0.603
1350,0.621
1351,0.807
1352,0.111
1353,0.593
1354,0.773
1355,0.545
1356,0.681
1357,0.836
1358,0.812
1359,0.8
1360,0.839
1361,0.754
1362,0.587
1363,0.528
1364,0.831
1365,0.538
1366,0.668
1367,0.79
1368,0.754
1369,0.885
1370,0.665
1371,0.731
1372,0.659
1373,0.6
1374,0.866
1375,0.515
1376,0.604
1377,0.545
1378,0.561
1379,0.766
1380,0.718
1381,0.026
1382,0.826
1383,0.894
1384,0.845
1385,0.519
1386,0.559
1387,0.541
1388,0.86
1389,0.549
1390,0.787
1391,0.605
1392,0.731
1393,0.562
1394,0.802
1395,0.891
1396,0.807
1397,0.59
1398,0.55
1399,0.523
1400,0.833
1401,0.673
1402,0.595
1403,0.718
1404,0.696
1405,0.889
1406,0.629
1407,0.751
1408,0.671
1409,0.898
1410,0.753
1411,0.238
1412,0.789
1413,0.555
1414,0.815
1415,0.629
1416,0.843
1417,0.809
1418,0.885
1419,0.633
1420,0.784
1421,0.897
1422,0.625
1423,0.633
1424,0.866
1425,0.679
1426,0.641
1427,0.544
1428,0.756
1429,0.777
1430,0.891
1431,0.606
1432,0.737
